KOLKATA,
2010-04-16,16-04-2010
2010-07-09,09-07-2010
2010-07-14,14-07-2010
2010-07-23,23-07-2010
2010-07-29,29-07-2010
2010-08-04,04-08-2010
2010-08-11,11-08-2010
2010-08-14,14-08-2010
2010-08-18,18-08-2010
2010-08-21,21-08-2010
2010-08-25,25-08-2010
2010-08-28,28-08-2010
2010-09-04,04-09-2010
2010-09-10,10-09-2010
2010-09-15,15-09-2010
2010-09-18,18-09-2010
2010-09-22,22-09-2010
2010-10-03,03-10-2010
2010-10-06,06-10-2010
2010-10-13,13-10-2010
2010-10-31,31-10-2010
2010-11-10,10-11-2010
2010-11-14,14-11-2010
2010-11-19,19-11-2010
2010-11-20,20-11-2010
2010-11-28,28-11-2010
2010-12-04,04-12-2010
2010-12-08,08-12-2010
2010-12-16,16-12-2010
2010-12-18,18-12-2010
2010-12-22,22-12-2010
2010-12-26,26-12-2010
2011-01-01,01-01-2011
2011-01-09,09-01-2011
2011-01-15,15-01-2011
2011-01-19,19-01-2011
2011-01-22,22-01-2011
2011-01-28,28-01-2011
2011-01-29,29-01-2011
2011-02-02,02-02-2011
2011-02-04,04-02-2011
2011-02-12,12-02-2011
2011-02-16,16-02-2011
2011-02-19,19-02-2011
2011-02-23,23-02-2011
2011-02-26,26-02-2011
2011-03-02,02-03-2011
2011-03-12,12-03-2011
2011-03-16,16-03-2011
2011-03-18,18-03-2011
2011-03-23,23-03-2011
2011-03-27,27-03-2011
2011-04-03,03-04-2011
2011-04-04,04-04-2011
2011-07-12,12-07-2011
2011-07-19,19-07-2011
2011-07-26,26-07-2011
2011-07-30,30-07-2011
2011-08-02,02-08-2011
2011-08-09,09-08-2011
2011-08-13,13-08-2011
2011-08-17,17-08-2011
2011-08-27,27-08-2011
2011-08-30,30-08-2011
2011-09-06,06-09-2011
2011-09-10,10-09-2011
2011-09-13,13-09-2011
2011-09-14,14-09-2011
2011-09-21,21-09-2011
2011-09-24,24-09-2011
2011-09-27,27-09-2011
2011-10-01,01-10-2011
2011-10-07,07-10-2011
2011-10-12,12-10-2011
2011-10-13,13-10-2011
2011-10-18,18-10-2011
2011-10-19,19-10-2011
2011-10-30,30-10-2011
2011-11-06,06-11-2011
2011-11-12,12-11-2011
2011-11-19,19-11-2011
2011-11-26,26-11-2011
2011-12-03,03-12-2011
2011-12-04,04-12-2011
2011-12-09,09-12-2011
2011-12-10,10-12-2011
2011-12-17,17-12-2011
2011-12-20,20-12-2011
2011-12-24,24-12-2011
2012-01-01,01-01-2012
2012-01-07,07-01-2012
2012-01-14,14-01-2012
2012-01-15,15-01-2012
2012-01-21,21-01-2012
2012-01-23,23-01-2012
2012-01-31,31-01-2012
2012-02-02,02-02-2012
2012-02-11,11-02-2012
2012-02-14,14-02-2012
2012-02-18,18-02-2012
2012-02-21,21-02-2012
2012-02-25,25-02-2012
2012-03-01,01-03-2012
2012-03-07,07-03-2012
2012-03-10,10-03-2012
2012-03-14,14-03-2012
2012-03-17,17-03-2012
2012-03-21,21-03-2012
2012-03-24,24-03-2012
2012-03-28,28-03-2012
2012-03-31,31-03-2012
2012-07-10,10-07-2012
2012-07-17,17-07-2012
2012-07-24,24-07-2012
2012-07-31,31-07-2012
2012-08-01,01-08-2012
2012-08-07,07-08-2012
2012-08-11,11-08-2012
2012-08-14,14-08-2012
2012-08-18,18-08-2012
2012-08-22,22-08-2012
2012-08-28,28-08-2012
2012-08-29,29-08-2012
2012-09-04,04-09-2012
2012-09-08,08-09-2012
2012-09-11,11-09-2012
2012-09-12,12-09-2012
2012-09-18,18-09-2012
2012-09-22,22-09-2012
2012-09-26,26-09-2012
2012-09-29,29-09-2012
2012-10-06,06-10-2012
2012-10-12,12-10-2012
2012-10-16,16-10-2012
2012-10-28,28-10-2012
2012-11-04,04-11-2012
2012-11-11,11-11-2012
2012-11-17,17-11-2012
2012-11-24,24-11-2012
2012-12-03,03-12-2012
2012-12-04,04-12-2012
2012-12-08,08-12-2012
2012-12-15,15-12-2012
2012-12-18,18-12-2012
2012-12-22,22-12-2012
2012-12-26,26-12-2012
2012-12-28,28-12-2012
2013-01-01,01-01-2013
2013-01-05,05-01-2013
2013-01-12,12-01-2013
2013-01-13,13-01-2013
2013-01-22,22-01-2013
2013-01-23,23-01-2013
2013-01-29,29-01-2013
2013-01-30,30-01-2013
2013-02-09,09-02-2013
2013-02-16,16-02-2013
2013-02-19,19-02-2013
2013-02-23,23-02-2013
2013-03-02,02-03-2013
2013-03-03,03-03-2013
2013-03-09,09-03-2013
2013-03-12,12-03-2013
2013-03-16,16-03-2013
2013-03-19,19-03-2013
2013-03-23,23-03-2013
2013-03-26,26-03-2013
2013-03-30,30-03-2013
2013-07-16,16-07-2013
2013-07-24,24-07-2013
2013-07-30,30-07-2013
2013-07-31,31-07-2013
2013-08-03,03-08-2013
2013-08-06,06-08-2013
2013-08-14,14-08-2013
2013-08-17,17-08-2013
2013-08-21,21-08-2013
2013-08-24,24-08-2013
2013-08-27,27-08-2013
2013-08-31,31-08-2013
2013-09-04,04-09-2013
2013-09-07,07-09-2013
2013-09-11,11-09-2013
2013-09-18,18-09-2013
2013-09-21,21-09-2013
2013-09-25,25-09-2013
2013-09-28,28-09-2013
2013-10-05,05-10-2013
2013-10-08,08-10-2013
2013-10-09,09-10-2013
2013-11-01,01-11-2013
2013-11-06,06-11-2013
2013-11-10,10-11-2013
2013-11-16,16-11-2013
2013-11-23,23-11-2013
2013-11-26,26-11-2013
2013-11-29,29-11-2013
2013-12-07,07-12-2013
2013-12-10,10-12-2013
2013-12-14,14-12-2013
2013-12-17,17-12-2013
2013-12-21,21-12-2013
2013-12-26,26-12-2013
2014-01-01,01-01-2014
2014-01-04,04-01-2014
2014-01-11,11-01-2014
2014-01-12,12-01-2014
2014-01-18,18-01-2014
2014-01-23,23-01-2014
2014-01-28,28-01-2014
2014-01-29,29-01-2014
2014-02-08,08-02-2014
2014-02-11,11-02-2014
2014-02-15,15-02-2014
2014-02-18,18-02-2014
2014-02-22,22-02-2014
2014-02-25,25-02-2014
2014-03-07,07-03-2014
2014-03-09,09-03-2014
2014-03-11,11-03-2014
2014-03-15,15-03-2014
2014-03-19,19-03-2014
2014-03-22,22-03-2014
2014-03-26,26-03-2014
2014-03-29,29-03-2014
2014-07-15,15-07-2014
2014-07-22,22-07-2014
2014-07-28,28-07-2014
2014-08-03,03-08-2014
2014-08-06,06-08-2014
2014-08-13,13-08-2014
2014-08-16,16-08-2014
2014-08-20,20-08-2014
2014-08-23,23-08-2014
2014-08-27,27-08-2014
2014-08-30,30-08-2014
2014-09-03,03-09-2014
2014-09-06,06-09-2014
2014-09-10,10-09-2014
2014-09-13,13-09-2014
2014-09-17,17-09-2014
2014-09-20,20-09-2014
2014-09-24,24-09-2014
2014-09-27,27-09-2014
2014-10-05,05-10-2014
2014-10-11,11-10-2014
2014-10-14,14-10-2014
2014-10-15,15-10-2014
2014-11-01,01-11-2014
2014-11-09,09-11-2014
2014-11-15,15-11-2014
2014-11-22,22-11-2014
2014-11-25,25-11-2014
2014-11-30,30-11-2014
2014-12-02,02-12-2014
2014-12-06,06-12-2014
2014-12-09,09-12-2014
2014-12-13,13-12-2014
2014-12-16,16-12-2014
2014-12-20,20-12-2014
2014-12-26,26-12-2014
2015-01-10,10-01-2015
2015-01-11,11-01-2015
2015-01-17,17-01-2015
2015-01-23,23-01-2015
2015-01-24,24-01-2015
2015-01-27,27-01-2015
2015-01-28,28-01-2015
2015-02-07,07-02-2015
2015-02-10,10-02-2015
2015-02-14,14-02-2015
2015-02-17,17-02-2015
2015-02-21,21-02-2015
2015-02-24,24-02-2015
2015-03-08,08-03-2015
2015-03-12,12-03-2015
2015-03-15,15-03-2015
2015-03-18,18-03-2015
2015-03-21,21-03-2015
2015-03-25,25-03-2015
2015-03-28,28-03-2015
2015-03-31,31-03-2015
2015-07-15,15-07-2015
2015-07-22,22-07-2015
2015-07-29,29-07-2015
2015-08-01,01-08-2015
2015-08-05,05-08-2015
2015-08-12,12-08-2015
2015-08-19,19-08-2015
2015-08-22,22-08-2015
2015-08-29,29-08-2015
2015-09-01,01-09-2015
2015-09-05,05-09-2015
2015-09-09,09-09-2015
2015-09-12,12-09-2015
2015-09-16,16-09-2015
2015-09-23,23-09-2015
2015-09-26,26-09-2015
2015-10-04,04-10-2015
2015-10-10,10-10-2015
2015-10-14,14-10-2015
2015-10-31,31-10-2015
2015-11-08,08-11-2015
2015-11-14,14-11-2015
2015-11-21,21-11-2015
2015-11-24,24-11-2015
2015-11-28,28-11-2015
2015-12-01,01-12-2015
2015-12-05,05-12-2015
2015-12-08,08-12-2015
2015-12-12,12-12-2015
2015-12-15,15-12-2015
2015-12-19,19-12-2015
2015-12-22,22-12-2015
2015-12-26,26-12-2015
2016-01-01,01-01-2016
2016-01-09,09-01-2016
2016-01-10,10-01-2016
2016-01-16,16-01-2016
2016-01-22,22-01-2016
2016-01-30,30-01-2016
2016-02-04,04-02-2016
2016-02-13,13-02-2016
2016-02-18,18-02-2016
2016-02-20,20-02-2016
2016-03-02,02-03-2016
2016-03-03,03-03-2016
2016-03-12,12-03-2016
2016-03-16,16-03-2016
2016-03-22,22-03-2016
2016-03-26,26-03-2016
2016-07-12,12-07-2016
2016-07-19,19-07-2016
2016-07-26,26-07-2016
2016-08-03,03-08-2016
2016-08-10,10-08-2016
2016-08-17,17-08-2016
2016-08-20,20-08-2016
2016-08-24,24-08-2016
2016-08-31,31-08-2016
2016-09-03,03-09-2016
2016-09-10,10-09-2016
2016-09-14,14-09-2016
2016-09-21,21-09-2016
2016-09-24,24-09-2016
2016-10-01,01-10-2016
2016-10-05,05-10-2016
2016-10-14,14-10-2016
2016-11-01,01-11-2016
2016-11-09,09-11-2016
2016-11-12,12-11-2016
2016-11-19,19-11-2016
2016-11-25,25-11-2016
2016-11-29,29-11-2016
2016-12-03,03-12-2016
2016-12-09,09-12-2016
2016-12-13,13-12-2016
2016-12-17,17-12-2016
2016-12-24,24-12-2016
2017-01-01,01-01-2017
2017-01-07,07-01-2017
2017-01-08,08-01-2017
2017-01-17,17-01-2017
2017-01-23,23-01-2017
2017-01-28,28-01-2017
2017-02-11,11-02-2017
2017-02-18,18-02-2017
2017-02-21,21-02-2017
2017-02-25,25-02-2017
2017-02-28,28-02-2017
2017-03-08,08-03-2017
2017-03-15,15-03-2017
2017-03-18,18-03-2017
2017-03-22,22-03-2017
2017-03-29,29-03-2017
2017-03-31,31-03-2017
2017-04-04,04-04-2017
2017-04-05,05-04-2017
2017-07-12,12-07-2017
2017-07-19,19-07-2017
2017-07-26,26-07-2017
2017-08-02,02-08-2017
2017-08-09,09-08-2017
2017-08-12,12-08-2017
2017-08-16,16-08-2017
2017-08-23,23-08-2017
2017-08-26,26-08-2017
2017-08-30,30-08-2017
2017-09-06,06-09-2017
2017-09-09,09-09-2017
2017-09-13,13-09-2017
2017-09-20,20-09-2017
2017-09-23,23-09-2017
2017-10-01,01-10-2017
2017-10-07,07-10-2017
2017-10-11,11-10-2017
2017-11-04,04-11-2017
2017-11-11,11-11-2017
2017-11-22,22-11-2017
2017-11-25,25-11-2017
2017-11-28,28-11-2017
2017-12-02,02-12-2017
2017-12-13,13-12-2017
2017-12-16,16-12-2017
2017-12-23,23-12-2017
2017-12-26,26-12-2017
2018-01-01,01-01-2018
2018-01-07,07-01-2018
2018-01-13,13-01-2018
2018-01-23,23-01-2018
2018-01-27,27-01-2018
2018-02-02,02-02-2018
2018-02-10,10-02-2018
2018-02-17,17-02-2018
2018-02-23,23-02-2018
2018-03-03,03-03-2018
2018-03-04,04-03-2018
2018-03-10,10-03-2018
2018-03-17,17-03-2018
2018-03-20,20-03-2018
2018-03-24,24-03-2018
2018-03-29,29-03-2018
2018-07-03,03-07-2018
2018-07-10,10-07-2018
2018-07-17,17-07-2018
2018-07-24,24-07-2018
2018-07-31,31-07-2018
2018-08-07,07-08-2018
2018-08-14,14-08-2018
2018-08-21,21-08-2018
2018-08-28,28-08-2018
2018-09-08,08-09-2018
2018-09-11,11-09-2018
2018-09-15,15-09-2018
2018-09-18,18-09-2018
2018-09-25,25-09-2018
2018-09-30,30-09-2018
2018-10-07,07-10-2018
BANGALORE,
,-SelectOne-
1,Winter1999-2000
3,Summer2000
7,Winter2000-2001
12,Summer2001
19,Winter2001-2002
25,Summer2002
35,Winter2002-2003
40,Summer2003
48,Winter2003-2004
51,Summer2004
60,Winter2004-2005
65,Summer2005
73,Winter2005-2006
77,Summer2006
84,Winter2006-2007
88,Summer2007
96,WinterMeeting2007-2008
107,SUMMERMEETING2008
119,WINTERMEETING2008-09
125,SUMMERMEETING2009
134,WINTERMEETING2009-2010
138,SummerSeason2010
146,WINTERMEETING2010-11
155,SUMMERMEETING2011
163,WinterSeason2011-12
175,SUMMERSEASON2012
196,WINTERSEASON2012-13
211,SummerSeason2013
219,WINTERSEASON2013-14
223,SummerSeason2014
232,WinterSeason2014-15
235,SummerSeason2015
243,WinterSeason2015-16
250,SummerSeason2016
260,WinterSeason2016-17
267,SummerSeason2017
281,WinterSeason2017-18
282,SummerSeason2018
,-SelectOne-
2000-07-16,16-07-2000
2001-07-15,15-07-2001
2002-07-14,14-07-2002
2003-07-13,13-07-2003
2004-07-11,11-07-2004
2005-07-10,10-07-2005
2006-07-09,09-07-2006
2007-05-11,11-05-2007
2007-05-12,12-05-2007
2007-05-19,19-05-2007
2007-05-20,20-05-2007
2007-05-26,26-05-2007
2007-05-27,27-05-2007
2007-06-02,02-06-2007
2007-06-03,03-06-2007
2007-06-09,09-06-2007
2007-06-10,10-06-2007
2007-06-16,16-06-2007
2007-06-17,17-06-2007
2007-06-23,23-06-2007
2007-06-24,24-06-2007
2007-06-30,30-06-2007
2007-07-01,01-07-2007
2007-07-07,07-07-2007
2007-07-08,08-07-2007
2007-07-14,14-07-2007
2007-07-15,15-07-2007
2007-07-21,21-07-2007
2007-07-23,23-07-2007
2007-07-28,28-07-2007
2007-07-29,29-07-2007
2007-08-02,02-08-2007
2007-08-08,08-08-2007
2007-11-09,09-11-2007
2007-11-10,10-11-2007
2007-11-17,17-11-2007
2007-11-23,23-11-2007
2007-11-24,24-11-2007
2007-12-01,01-12-2007
2007-12-07,07-12-2007
2007-12-08,08-12-2007
2007-12-15,15-12-2007
2007-12-22,22-12-2007
2007-12-24,24-12-2007
2007-12-28,28-12-2007
2007-12-29,29-12-2007
2008-01-04,04-01-2008
2008-01-05,05-01-2008
2008-01-12,12-01-2008
2008-01-18,18-01-2008
2008-01-19,19-01-2008
2008-02-01,01-02-2008
2008-02-09,09-02-2008
2008-02-15,15-02-2008
2008-02-16,16-02-2008
2008-02-22,22-02-2008
2008-02-23,23-02-2008
2008-03-07,07-03-2008
2008-03-08,08-03-2008
2008-03-14,14-03-2008
2008-03-15,15-03-2008
2008-03-21,21-03-2008
2008-03-22,22-03-2008
2008-03-28,28-03-2008
2008-03-29,29-03-2008
2008-05-17,17-05-2008
2008-05-18,18-05-2008
2008-05-24,24-05-2008
2008-05-25,25-05-2008
2008-05-31,31-05-2008
2008-06-01,01-06-2008
2008-06-07,07-06-2008
2008-06-08,08-06-2008
2008-06-14,14-06-2008
2008-06-15,15-06-2008
2008-06-21,21-06-2008
2008-06-22,22-06-2008
2008-06-28,28-06-2008
2008-06-29,29-06-2008
2008-07-05,05-07-2008
2008-07-06,06-07-2008
2008-07-12,12-07-2008
2008-07-13,13-07-2008
2008-07-19,19-07-2008
2008-07-20,20-07-2008
2008-07-26,26-07-2008
2008-07-27,27-07-2008
2008-07-31,31-07-2008
2008-08-01,01-08-2008
2008-08-07,07-08-2008
2008-08-08,08-08-2008
2008-11-07,07-11-2008
2008-11-08,08-11-2008
2008-11-15,15-11-2008
2008-11-21,21-11-2008
2008-11-22,22-11-2008
2008-11-30,30-11-2008
2008-12-05,05-12-2008
2008-12-06,06-12-2008
2008-12-13,13-12-2008
2008-12-26,26-12-2008
2008-12-27,27-12-2008
2009-01-02,02-01-2009
2009-01-03,03-01-2009
2009-01-09,09-01-2009
2009-01-10,10-01-2009
2009-01-23,23-01-2009
2009-01-28,28-01-2009
2009-02-08,08-02-2009
2009-02-13,13-02-2009
2009-02-14,14-02-2009
2009-02-20,20-02-2009
2009-02-21,21-02-2009
2009-02-27,27-02-2009
2009-03-06,06-03-2009
2009-03-07,07-03-2009
2009-03-13,13-03-2009
2009-03-14,14-03-2009
2009-03-20,20-03-2009
2009-03-21,21-03-2009
2009-03-27,27-03-2009
2009-03-28,28-03-2009
2009-05-16,16-05-2009
2009-05-17,17-05-2009
2009-05-23,23-05-2009
2009-05-24,24-05-2009
2009-05-30,30-05-2009
2009-05-31,31-05-2009
2009-06-06,06-06-2009
2009-06-07,07-06-2009
2009-06-13,13-06-2009
2009-06-14,14-06-2009
2009-06-20,20-06-2009
2009-06-21,21-06-2009
2009-06-27,27-06-2009
2009-06-28,28-06-2009
2009-07-04,04-07-2009
2009-07-05,05-07-2009
2009-07-11,11-07-2009
2009-07-12,12-07-2009
2009-07-18,18-07-2009
2009-07-19,19-07-2009
2009-07-25,25-07-2009
2009-07-26,26-07-2009
2009-07-30,30-07-2009
2009-07-31,31-07-2009
2009-08-06,06-08-2009
2009-08-07,07-08-2009
2009-11-06,06-11-2009
2009-11-07,07-11-2009
2009-11-14,14-11-2009
2009-11-20,20-11-2009
2009-11-21,21-11-2009
2009-11-28,28-11-2009
2009-12-04,04-12-2009
2009-12-05,05-12-2009
2009-12-12,12-12-2009
2009-12-18,18-12-2009
2009-12-19,19-12-2009
2009-12-25,25-12-2009
2010-01-01,01-01-2010
2010-01-02,02-01-2010
2010-01-09,09-01-2010
2010-01-15,15-01-2010
2010-01-16,16-01-2010
2010-01-23,23-01-2010
2010-01-26,26-01-2010
2010-01-30,30-01-2010
2010-02-05,05-02-2010
2010-02-13,13-02-2010
2010-02-19,19-02-2010
2010-02-20,20-02-2010
2010-02-26,26-02-2010
2010-02-27,27-02-2010
2010-03-12,12-03-2010
2010-03-13,13-03-2010
2010-03-19,19-03-2010
2010-03-20,20-03-2010
2010-03-26,26-03-2010
2010-03-27,27-03-2010
2010-04-01,01-04-2010
2010-04-02,02-04-2010
2010-05-22,22-05-2010
2010-05-23,23-05-2010
2010-05-29,29-05-2010
2010-05-30,30-05-2010
2010-06-05,05-06-2010
2010-06-06,06-06-2010
2010-06-12,12-06-2010
2010-06-13,13-06-2010
2010-06-19,19-06-2010
2010-06-20,20-06-2010
2010-06-26,26-06-2010
2010-06-27,27-06-2010
2010-07-03,03-07-2010
2010-07-04,04-07-2010
2010-07-10,10-07-2010
2010-07-11,11-07-2010
2010-07-17,17-07-2010
2010-07-18,18-07-2010
2010-07-24,24-07-2010
2010-07-25,25-07-2010
2010-07-30,30-07-2010
2010-07-31,31-07-2010
2010-08-05,05-08-2010
2010-11-06,06-11-2010
2010-11-12,12-11-2010
2010-11-13,13-11-2010
2010-11-19,19-11-2010
2010-11-20,20-11-2010
2010-11-26,26-11-2010
2010-11-27,27-11-2010
2010-12-03,03-12-2010
2010-12-11,11-12-2010
2010-12-17,17-12-2010
2010-12-18,18-12-2010
2010-12-24,24-12-2010
2010-12-25,25-12-2010
2010-12-31,31-12-2010
2011-01-01,01-01-2011
2011-01-08,08-01-2011
2011-01-14,14-01-2011
2011-01-21,21-01-2011
2011-01-25,25-01-2011
2011-01-26,26-01-2011
2011-01-29,29-01-2011
2011-02-03,03-02-2011
2011-02-12,12-02-2011
2011-02-18,18-02-2011
2011-02-19,19-02-2011
2011-02-25,25-02-2011
2011-02-26,26-02-2011
2011-03-11,11-03-2011
2011-03-12,12-03-2011
2011-03-18,18-03-2011
2011-03-19,19-03-2011
2011-03-25,25-03-2011
2011-03-26,26-03-2011
2011-05-14,14-05-2011
2011-05-15,15-05-2011
2011-05-21,21-05-2011
2011-05-22,22-05-2011
2011-05-28,28-05-2011
2011-05-29,29-05-2011
2011-06-04,04-06-2011
2011-06-05,05-06-2011
2011-06-11,11-06-2011
2011-06-12,12-06-2011
2011-06-18,18-06-2011
2011-06-19,19-06-2011
2011-06-25,25-06-2011
2011-06-26,26-06-2011
2011-07-02,02-07-2011
2011-07-03,03-07-2011
2011-07-16,16-07-2011
2011-07-17,17-07-2011
2011-07-23,23-07-2011
2011-07-24,24-07-2011
2011-07-30,30-07-2011
2011-07-31,31-07-2011
2011-08-04,04-08-2011
2011-08-05,05-08-2011
2011-08-11,11-08-2011
2011-08-12,12-08-2011
2011-11-07,07-11-2011
2011-11-08,08-11-2011
2011-11-12,12-11-2011
2011-11-18,18-11-2011
2011-11-19,19-11-2011
2011-11-26,26-11-2011
2011-12-02,02-12-2011
2011-12-03,03-12-2011
2011-12-10,10-12-2011
2011-12-16,16-12-2011
2011-12-17,17-12-2011
2011-12-24,24-12-2011
2011-12-30,30-12-2011
2011-12-31,31-12-2011
2012-01-07,07-01-2012
2012-01-13,13-01-2012
2012-01-20,20-01-2012
2012-01-21,21-01-2012
2012-01-27,27-01-2012
2012-01-31,31-01-2012
2012-02-03,03-02-2012
2012-02-11,11-02-2012
2012-02-24,24-02-2012
2012-02-25,25-02-2012
2012-03-03,03-03-2012
2012-03-04,04-03-2012
2012-03-09,09-03-2012
2012-03-10,10-03-2012
2012-03-16,16-03-2012
2012-03-17,17-03-2012
2012-03-23,23-03-2012
2012-03-24,24-03-2012
2012-03-30,30-03-2012
2012-03-31,31-03-2012
2012-05-19,19-05-2012
2012-05-20,20-05-2012
2012-05-26,26-05-2012
2012-05-27,27-05-2012
2012-06-02,02-06-2012
2012-06-03,03-06-2012
2012-06-09,09-06-2012
2012-06-10,10-06-2012
2012-06-16,16-06-2012
2012-06-17,17-06-2012
2012-06-23,23-06-2012
2012-06-24,24-06-2012
2012-06-30,30-06-2012
2012-07-01,01-07-2012
2012-07-07,07-07-2012
2012-07-08,08-07-2012
2012-07-14,14-07-2012
2012-07-15,15-07-2012
2012-07-21,21-07-2012
2012-07-22,22-07-2012
2012-07-28,28-07-2012
2012-07-29,29-07-2012
2012-08-02,02-08-2012
2012-08-03,03-08-2012
2012-08-09,09-08-2012
2012-08-10,10-08-2012
2012-11-06,06-11-2012
2012-11-09,09-11-2012
2012-11-10,10-11-2012
2012-11-17,17-11-2012
2012-11-23,23-11-2012
2012-11-24,24-11-2012
2012-12-01,01-12-2012
2012-12-07,07-12-2012
2012-12-08,08-12-2012
2012-12-15,15-12-2012
2012-12-21,21-12-2012
2012-12-22,22-12-2012
2012-12-29,29-12-2012
2013-01-04,04-01-2013
2013-01-05,05-01-2013
2013-01-12,12-01-2013
2013-01-18,18-01-2013
2013-01-19,19-01-2013
2013-01-25,25-01-2013
2013-01-26,26-01-2013
2013-01-31,31-01-2013
2013-02-09,09-02-2013
2013-02-15,15-02-2013
2013-02-16,16-02-2013
2013-02-22,22-02-2013
2013-02-23,23-02-2013
2013-03-08,08-03-2013
2013-03-09,09-03-2013
2013-03-15,15-03-2013
2013-03-16,16-03-2013
2013-03-22,22-03-2013
2013-03-23,23-03-2013
